tbl,year,qtr,region_name,prj_id,prj_title,ave_prod,ave_prod_change
ByQtr,2016,4,CALABARZON,346,"Improvement of Production Capability of Foodgear Enterprises",0,NULL
ByQtr,2016,2,CALABARZON,397,"Improving the Capability and Quality Services of Nart Development  and Construction",0,NULL
ByQtr,2016,1,CALABARZON,316,"Improvement of Pizza Production of Chef Ary and Ky&#039;s Pizzeria and Resto",0,NULL
ByQtr,2016,1,CALABARZON,234,"Upgrading of Seaside B-MPC Spanish Sardines Through Acquisition of Production Equipment and Food Safety Capability Building of Workers",0,NULL
ByQtr,2016,1,CALABARZON,117,"Upgrading of the Meat Processing Facility of Buklod-Unlad Multipurpose Cooperative",0,NULL
ByQtr,2016,1,CALABARZON,394,"UPGRADING OF SAN JOSE SICO LANDFILL MULTIPURPOSE COOPERATIVE PRODUCTION FACILITY FOR HOLLOW BLOCKS AND VERMICOMPOST THROUGH EQUIPMENT ACQUISITION",0,NULL
ByQtr,2016,4,CALABARZON,280,"Filling Process Improvement in Food Preserves Plant of Global Food Soultions Inc",0,NULL
ByQtr,2016,3,CALABARZON,213,"Charcoal Making and Briquetting Project for Balibago MPC",0,NULL
ByQtr,2016,3,CALABARZON,360,"UPGRADING OF KUSINA BATANGUENA HOME CANNERY PRODUCTION FACILITY THROUGH EQUIPMENT ACQUISITION",0,NULL
ByQtr,2016,1,CALABARZON,57,"Pickles and Peanut Butter Production Improvement through Equipment Upgrading of Theo-Filo&#039;s Food Products",0,NULL
ByQtr,2016,3,CALABARZON,220,"Aquisition of Equipment for Organic Fertilizer Production",0,NULL
ByQtr,2016,3,CALABARZON,124,"Improvement of Furniture Production Capability of Jamerika Enterprise Inc. Through Equipment Acquisition",0,NULL
ByQtr,2016,2,CALABARZON,248,"Upgrading of Production Facility of Digit-All Enterprises",0,-1.0000
ByQtr,2016,1,CALABARZON,236,"Provision of Solar-Powered Fish Dryer for the Common Service Facility Establishment of Pusod Inc. for the Kilusan ng Maliliit na Mangigisda sa lawa ng Taal",0,NULL
ByQtr,2016,3,CALABARZON,252,"Product Quality and Process Upgrading of Panaligan Bagoong and Patis in Balayan, Batangas",0,NULL
ByQtr,2016,1,CALABARZON,78,"Enhancement of Production Capability and Capacity of Janlen International E-port Inc. through the Acquisition of Powder Coating Recovery System and Plasma Cutting Machine",0,NULL
ByQtr,2016,4,CALABARZON,184,"Productivity Improvement thru Service Enhancement and Product Quality Improvement of Bugong Foods Corporation",0,NULL
ByQtr,2016,4,CALABARZON,238,"Utilization of Farm Waste Using Charcoal Briquetting Technology",0,NULL
ByQtr,2016,3,CALABARZON,85,"Upgrading Of Processing Plant For Mallari Distillery Through Acquisition Of Distillation Set Up",0,NULL
ByQtr,2016,3,CALABARZON,22,"Automation of Polvoron Processing Line of Double Delights Food Products",0,NULL
ByQtr,2016,2,CALABARZON,395,"Establishment of Coconut Husk Processing Facility in the District IV of Batangas",0,NULL
ByQtr,2016,2,CALABARZON,44,"Productivity Upgrading of Surface Grinding, Cutting Processes and Improvement of Dimensional Checking of PROV 3",0,NULL
ByQtr,2016,1,CALABARZON,324,"Upgrading of Food Processing Equipment for Processed Fish for Export and Consolidator in Antipolo City, Rizal",0,NULL
ByQtr,2016,1,CALABARZON,107,"Upgrading of Food Production Facility of San Jose Worker&#039;s Multi-purpose Cooperative",0,NULL
ByQtr,2016,4,CALABARZON,272,"Product Development for Alay Kapwa Rural Wo/Men Multi-Purpose Cooperative",0,NULL
ByQtr,2016,2,CALABARZON,25,"Processing and Product Quality Improvement of R.R. Magcawas Iron Works and Services",0,NULL
ByQtr,2016,4,CALABARZON,413,"Establishment of Fish Processing Facility of TamBauanguena in Bauan,  Batangas",0,NULL
ByQtr,2016,2,CALABARZON,367,"Enhancement of Muscovado Product Through Provision of Appropriate Packaging Materials",0,NULL
ByQtr,2016,1,CALABARZON,124,"Improvement of Furniture Production Capability of Jamerika Enterprise Inc. Through Equipment Acquisition",0,NULL
ByQtr,2016,3,CALABARZON,316,"Improvement of Pizza Production of Chef Ary and Ky&#039;s Pizzeria and Resto",0,NULL
ByQtr,2016,2,CALABARZON,278,"Product Packaging Improvement for Agrarian Reform Beneficiaries of Palangue 2 &amp; 3 Naic, Cavite",0,NULL
ByQtr,2016,4,CALABARZON,392,"Technology Implementation of FNRI&#039;s Tubig Talino at Bago (Ibaan) Multi-Purpose Cooperative",0,NULL
ByQtr,2016,1,CALABARZON,366,"Bottling Process Improvement in Barako Coffee and Native White Ginger Liqueur Production",0,NULL
ByQtr,2016,2,CALABARZON,85,"Upgrading Of Processing Plant For Mallari Distillery Through Acquisition Of Distillation Set Up",0,NULL
ByQtr,2016,1,CALABARZON,89,"Production and Product Quality Improvement of Selected Products of Pavino&#039;s Bakery",0,NULL
ByQtr,2016,1,CALABARZON,227,"Acquisition of Wine Kit for Palaypalay Maunlad Farmers Association, Inc. Dragon Fruit Wine&quot;",0,NULL
ByQtr,2016,1,CALABARZON,264,"Installation of a Press Brake 50T NC for Metal Fabrication of Goldros Corporation in Angono, Rizal",0,NULL
ByQtr,2016,3,CALABARZON,266,"Enhancement of the Production System and Marketing Potential of System of Eden&#039;s Pastillas through the DOST&#039;s SETUP Program",0,NULL
ByQtr,2016,1,CALABARZON,209,"Modernization of Mushroom Substrate Processing of CCSST Coconut Farmers Organization for Commercial Propagation and Value Added Processing in Tanay, Rizal",0,NULL
ByQtr,2016,1,CALABARZON,277,"Improvement of Street- Food Vending as Community- Based Livelihood opportunities for Vendors of the Local Government Unit (LGU) of Bacoor",0,NULL
ByQtr,2016,4,CALABARZON,210,"Charcoal Making and Briquetting Project for Lambac Brotherhood MPC",0,NULL
ByQtr,2016,3,CALABARZON,227,"Acquisition of Wine Kit for Palaypalay Maunlad Farmers Association, Inc. Dragon Fruit Wine&quot;",0,NULL
ByQtr,2016,3,CALABARZON,143,"Modernization of Edna and Rebecca&#039;s Banana Chips and Coated Peanuts Processing",0,NULL
ByQtr,2016,1,CALABARZON,80,"Process Improvement through Acquisition of Baking Equipment and Development of Label Design and Packaging",0,NULL
ByQtr,2016,3,CALABARZON,76,"Upgrading of the Feed Mill Facility and Innovation on Poultry Farming of Qualimeal Feedmills, Inc.",0,NULL
ByQtr,2016,2,CALABARZON,335,"Upgrading of Bamboo Processing Facility of Cardona Multi-Purpose Cooperative Through Equipment Acquisition",0,NULL
ByQtr,2016,1,CALABARZON,19,"Production Operation Improvement of Center Miki Factory through Fabrication of Steamer and Dryer",0,NULL
ByQtr,2016,1,CALABARZON,70,"Productivity Improvement and Mechninization of vermicomposting and Vermiculture of J.A. Honrado GrassLands Farm",0,NULL
ByQtr,2016,1,CALABARZON,389,"MECHANIZATION OF THE PRODUCTION PROCESSES AND GMP IMPLEMENTATION OF GINGA AGRIFOOD MANUFACTURING ENTERPRISES, INC.â€",15,NULL
ByQtr,2016,3,CALABARZON,240,"Productivity Enhancement of Dalcielo Restaurant and bakeshop through intergrated bakery equipment",0,NULL
ByQtr,2016,3,CALABARZON,29,"Upgrading of Cooking Process of Reyson&#039;s Food Processing",0,NULL
ByQtr,2016,3,CALABARZON,57,"Pickles and Peanut Butter Production Improvement through Equipment Upgrading of Theo-Filo&#039;s Food Products",0,NULL
ByQtr,2016,3,CALABARZON,239,"Enhancing the Production Capacity of Costales Nature Farms &amp; Technological Center",0,NULL
ByQtr,2016,4,CALABARZON,391,"UPGRADING OF PRODUCTION FACILITY OF JK REAL CALAMANSI JUICE",0,NULL
ByQtr,2016,3,CALABARZON,205,"Design and Enhancement of Weaved Products from Buli",0,NULL
ByQtr,2016,2,CALABARZON,110,"Upgrading of Fish Processing Facility of Sipsipin MPC in Jalajala, Rizal",0,NULL
ByQtr,2016,2,CALABARZON,281,"Automation of Anodizing Line of Iron Lady Design and Finishing Works",0,NULL
ByQtr,2016,1,CALABARZON,124,"Improvement of Furniture Production Capability of Jamerika Enterprise Inc. Through Equipment Acquisition",0,NULL
ByQtr,2016,2,CALABARZON,134,"Strengthening of ORYSPA-Rice Bran Products through Packaging and Labeling System Improvement",0,NULL
ByQtr,2016,3,CALABARZON,90,"Optimizing Production Capability of Designs Ligna Incorporated",0,NULL
ByQtr,2016,3,CALABARZON,183,"Enhancement of the Production Capability and Marketing Potential of King&#039;s Crumbs Bakeshop through Nutritional Analysis and Acquisition of Food Processing Equipment",0,NULL
ByQtr,2016,4,CALABARZON,288,"ESTABLISHMENT MEAT PROCESSING FACILITY FOR KASANGKAP MPC",0,NULL
ByQtr,2016,4,CALABARZON,118,"Enhancing Productivity of Ehje&#039;s Homemade Products on Peanut Butter Production",0,NULL
ByQtr,2016,4,CALABARZON,65,"Provision Of Biogas System Facility For Utilization Into Renewable Energy And Proper Farm Waste Disposal",0,NULL
ByQtr,2016,3,CALABARZON,363,"ACQUISITION OF APPROPRIATE EQUIPMENT TO UPGRADE MARVON DRYING SERVICES PRODUCTION FACILITY",0,NULL
ByQtr,2016,2,CALABARZON,19,"Production Operation Improvement of Center Miki Factory through Fabrication of Steamer and Dryer",0,NULL
ByQtr,2016,1,CALABARZON,278,"Product Packaging Improvement for Agrarian Reform Beneficiaries of Palangue 2 &amp; 3 Naic, Cavite",0,NULL
ByQtr,2016,3,CALABARZON,304,"Enhancing Technical Capability of Balok Sewers through Utilization of Upgraded Sewing Technology",0,NULL
ByQtr,2016,4,CALABARZON,126,"Increasing the Productivity and Quality of Finished Products of Alpha Techno Precision Tooling Incorporated through the Acquisition of Coordinate   Measuring Machine (Packaging System Improvement of Alpha Techno Precision Tooling Inc.)",1,0.0000
ByQtr,2016,1,CALABARZON,193,"Improvement of Production Efficiency through Acquisition of Semi/Full Automated Cookie Depositor/Molder",0,NULL
ByQtr,2016,1,CALABARZON,26,"Productivity Improvement through Upgrading of Milling and Turning Processes of Blairwin Technology",0,NULL
ByQtr,2016,2,CALABARZON,309,"Development of Production Capability and Capacity of Gordola Food Enterprise through Product Quality Analysis and Equipment Acquisition",0,NULL
ByQtr,2016,2,CALABARZON,111,"Product Development of Three new Variants for Pinagdanlayan Rural Improvement Club Multi-Purpose Cooperative (Pinagdanlayan RIC-MPC)",0,NULL
ByQtr,2016,4,CALABARZON,218,"Department of Production Capality of the Sisters of Mary School- Adlas",0,NULL
ByQtr,2016,2,CALABARZON,73,"Production and Quality Improvement of virgin Coconut Oil and Utilization of its by-products",0,NULL
ByQtr,2016,1,CALABARZON,170,"Upgrading of Food Products Production Facility and Packaging",0,NULL
ByQtr,2016,1,CALABARZON,80,"Process Improvement through Acquisition of Baking Equipment and Development of Label Design and Packaging",0,NULL
ByQtr,2016,2,CALABARZON,187,"Upgrading of the Mixing Process of Good Heart Food &amp; Industrial Corp. through Equipment Acquisition in Taytay, Rizal",0,NULL
ByQtr,2016,3,CALABARZON,264,"Installation of a Press Brake 50T NC for Metal Fabrication of Goldros Corporation in Angono, Rizal",0,NULL
ByQtr,2016,3,CALABARZON,423,"Upgrading of Production Facility of Lecca Sports Wear",0,NULL
ByQtr,2016,4,CALABARZON,186,"Technology Enhancement and Production Capability of V Vhois Pasalubong through Modern Production Equipment",0,NULL
ByQtr,2016,1,CALABARZON,243,"Upgrading of the Vermicomposting Technology to produce Vermicast products through Equipment products through Equipment Acquisition for Silver Consumers Association of Tanauan City",0,NULL
ByQtr,2016,2,CALABARZON,172,"Propagation and Commercialization of Embryo-Cultured Seedlings",0,NULL
ByQtr,2016,1,CALABARZON,133,"Provision of Technology Assistance Package Necessary to Uplift the Marketing Potential and Production Capability of Delfa&#039;s Food Products",0,NULL
ByQtr,2016,3,CALABARZON,60,"Productivity Improvement of Products of Aling Nene&#039;s Buko Pie and Puto Binan Delicacies",0,NULL
ByQtr,2016,1,CALABARZON,21,"Enhancement of the Production Capacity and Packaging of Miguel Rafael Gabriel Food Products through the Acquisition of Modern Production Equipment",0,NULL
ByQtr,2016,2,CALABARZON,258,"Upgrading of the Product, Process  and Production Facility on  Native Delicacies  of Mahacot  Multipurpose Cooperative.",0,NULL
ByQtr,2016,3,CALABARZON,270,"Provision of Biogas System for Energy Utilization",0,NULL
ByQtr,2016,2,CALABARZON,24,"Production Improvement and Equipment Upgrading for Pasciolco Agri Ventures",0,NULL
ByQtr,2016,2,CALABARZON,334,"Establishment of a Common Service Facility on Equipment  Fabrication for the Inventors and Innovators of the Province of  Rizal",0,NULL
ByQtr,2016,2,CALABARZON,137,"Enhancement of the Production and Packaging Capability of Amira&#039;s Buko Tart Haus through the Upgrading of Existing Production Equipment Under the DOST&#039;s SETUP",0,NULL
ByQtr,2016,3,CALABARZON,347,"Production Efficiency Improvement of Pancit Lucban for Racelis Miki Factory",0,NULL
ByQtr,2016,1,CALABARZON,103,"Upgrading of Production Capability of Panaderia Pantoja, Inc. through Modernization of Equipment",0,NULL
ByQtr,2016,4,CALABARZON,55,"Production Improvement and Equipment Upgrading for Villadiego&#039;s Bakery and Pasalubong",0,NULL
ByQtr,2016,2,CALABARZON,65,"Provision Of Biogas System Facility For Utilization Into Renewable Energy And Proper Farm Waste Disposal",0,NULL
ByQtr,2016,2,CALABARZON,437,"COMMUNITY BASED BioChar (BIOMASS CHARCOAL BRIQUETTING) in Pulot, Kalayaan, Laguna",0,NULL
ByQtr,2016,4,CALABARZON,57,"Pickles and Peanut Butter Production Improvement through Equipment Upgrading of Theo-Filo&#039;s Food Products",0,NULL
ByQtr,2016,4,CALABARZON,67,"Upgrading of the Production Facility of Sabuhin Bakery through Equipment Acquisition",0,NULL
ByQtr,2016,2,CALABARZON,115,"Strengthening of the Production Capability and Productivity of LAMACO Machineries Corporation by Modernizing the Existing Production Equipment through the DOST SETUP",0,NULL
ByQtr,2016,4,CALABARZON,208,"Improvement of Squash Ketsup Production of Monte Alba Producers Cooperative thru Food Analyses and Equipment Acquisition",0,NULL
ByQtr,2016,3,CALABARZON,53,"Upgrading of Soap Production facility of DA TWINS MARKETING through Equipment Acquisition",137,-0.2216
ByQtr,2016,1,CALABARZON,51,"Upgrading of prodction facility of ABCEDE Lucban Longganisa and Meat Products",0,NULL
ByQtr,2016,3,CALABARZON,115,"Strengthening of the Production Capability and Productivity of LAMACO Machineries Corporation by Modernizing the Existing Production Equipment through the DOST SETUP",0,NULL
ByQtr,2016,3,CALABARZON,400,"Raw Materials Storage Facility Upgrade of Qualimeal Feedmills, Inc.",0,NULL
ByQtr,2016,2,CALABARZON,330,"Single Pass Rice Mill Project for Palay Processing of Lupang Arenda Multi-Purpose Cooperative (LAMCO)",0,NULL
ByQtr,2016,1,CALABARZON,71,"Improvement of Production Efficiency and Quality of Broas",0,NULL
ByQtr,2016,3,CALABARZON,63,"Tjcen Food International, Inc. Acquisition Of New Equipment For The Production Of Processed Sweet Pickled Cucumber In Pililla, Rizal",0,NULL
ByQtr,2016,1,CALABARZON,248,"Upgrading of Production Facility of Digit-All Enterprises",28,NULL
ByQtr,2016,3,CALABARZON,293,"COMMUNITY BASED BioChar (BIOMASS CHARCOAL BRIQUETTING) FOR THE WOMEN IP OF SANTA MARIA, LAGUNA",0,NULL
ByQtr,2016,1,CALABARZON,362,"UPGRADING OF FOOD PROCESSING EQUIPMENT OF MAYCAR FOODS INC",0,NULL
ByQtr,2016,1,CALABARZON,347,"Production Efficiency Improvement of Pancit Lucban for Racelis Miki Factory",0,NULL
ByQtr,2016,4,CALABARZON,44,"Productivity Upgrading of Surface Grinding, Cutting Processes and Improvement of Dimensional Checking of PROV 3",0,NULL
ByQtr,2016,4,CALABARZON,232,"Non Mist Clonal Propagation Technique for Multiplication of Male Bignay Tree for sustainability and Reforestation Program of",0,NULL
ByQtr,2016,4,CALABARZON,251,"Improvement of Service Capabilities of Fleet Maintenance &amp; Consultancy  Services Inc.",3,-0.9589
ByQtr,2016,2,CALABARZON,96,"Production Improvement of Ground Zero House of Pizza",0,NULL
ByQtr,2016,4,CALABARZON,331,"Bio Briquette Charcoal Production of Mascap Integrated Producers Cooperative (MIPC)",0,NULL
ByQtr,2016,2,CALABARZON,585,"Roll-out of 1000 RxBox Telehealth Device in Selected Rural Health Centers in the Philippines",0,NULL
ByQtr,2016,2,CALABARZON,184,"Productivity Improvement thru Service Enhancement and Product Quality Improvement of Bugong Foods Corporation",0,NULL
ByQtr,2016,1,CALABARZON,229,"Upgrading the Production Facility of Rosario Dairy Raisers Association (RODRA)",0,NULL
ByQtr,2016,1,CALABARZON,423,"Upgrading of Production Facility of Lecca Sports Wear",0,NULL
ByQtr,2016,2,CALABARZON,263,"Equipment Upgrade to Maximize Productivity of Rapid Curing Production Line in Manufacturing of Quality Chicken Salted Eggs",0,NULL
ByQtr,2016,1,CALABARZON,292,"COMMERCIALIZATION OF S&amp;T BASED TECHNOLOGIES FOR BANANA (NEW IMPROVED LAKATAN AND SABA) PRODUCTION IN CAVINTI, LAGUNA",0,NULL
ByQtr,2016,4,CALABARZON,87,"Mechanization of VCO Processing System for Cocoplus Aquarian Development Corp.",0,NULL
ByQtr,2016,1,CALABARZON,372,"Acquisition of Decorticating Machine for Pineapple Fiber Production",0,NULL
ByQtr,2016,3,CALABARZON,273,"Upgrading of Rice Mill Facility of Ramsland Rice Mill",0,NULL
ByQtr,2016,4,CALABARZON,231,"Improvement of Salt Industry in Lobo Batangas to support the ASIN Law Implementation in the province.",0,NULL
ByQtr,2016,1,CALABARZON,43,"Enhancing Capability of VN Industrial Tooling Services through Upgrading the Shearing and Bending Processes",0,NULL
ByQtr,2016,2,CALABARZON,71,"Improvement of Production Efficiency and Quality of Broas",0,NULL
ByQtr,2016,1,CALABARZON,211,"Charcoal Making and Briquetting Project for BORGAN K MPC, Cardona",0,NULL
ByQtr,2016,1,CALABARZON,112,"Upgrading the Production Process of Green Harvest Food Products through S&amp;T Intervention",0,NULL
ByQtr,2016,2,CALABARZON,92,"Equipment Upgrading for Siony&#039;s Pili Tarts and Pastillas",0,NULL
ByQtr,2016,1,CALABARZON,130,"Product Development and Equipment Upgrading for Mel and Vic Food Products",0,NULL
ByQtr,2016,4,CALABARZON,75,"Upgrading of the Metal Fabrication Facility of Macky Industrial and General Services through Provision of Equipment",0,NULL
ByQtr,2016,3,CALABARZON,81,"Improvement of Quality and Production of Bread of Pecto&#039;s Bakery",0,NULL
ByQtr,2016,1,CALABARZON,95,"Biogas System Facility for  Proper  Animal Waste Disposal and Source of Renewable Energy for the Farm",0,NULL
ByQtr,2016,2,CALABARZON,230,"Upgrading of Buko wine Production using ITDI Wine Kit",2,-0.9167
ByQtr,2016,4,CALABARZON,263,"Equipment Upgrade to Maximize Productivity of Rapid Curing Production Line in Manufacturing of Quality Chicken Salted Eggs",0,NULL
ByQtr,2016,1,CALABARZON,82,"Technology Enhancement of Dolly&#039;s Banana Chips through the Acquisition of Equipment and Improvement of the Product Packaging",0,NULL
ByQtr,2016,3,CALABARZON,238,"Utilization of Farm Waste Using Charcoal Briquetting Technology",0,NULL
ByQtr,2016,1,CALABARZON,125,"Productivity Improvement through Integration of Additional Equipment to the Current Production Process of Gem See&#039;s Cakeshop",0,NULL
ByQtr,2016,3,CALABARZON,373,"Development of the Production Capability and Capacity of Cookie Caper Enterprises through Equipment Acquisition and Product Quality Analysis",0,NULL
ByQtr,2016,4,CALABARZON,379,"Upgrading of the Production Capacity and Capability of Foodwave Inc.",0,NULL
ByQtr,2016,3,CALABARZON,233,"Product and Quality Improvement of the instant salabat for the Kabuhayan Para sa may Kapansanan INC. of Cuenca, Batangas",0,NULL
ByQtr,2016,2,CALABARZON,243,"Upgrading of the Vermicomposting Technology to produce Vermicast products through Equipment products through Equipment Acquisition for Silver Consumers Association of Tanauan City",0,NULL
ByQtr,2016,2,CALABARZON,55,"Production Improvement and Equipment Upgrading for Villadiego&#039;s Bakery and Pasalubong",0,NULL
ByQtr,2016,4,CALABARZON,206,"Upgrading of Compost and Vermicompost Production at Melendres Agricultural Farm in Antipolo City through Equipment Acquisition",0,NULL
ByQtr,2016,4,CALABARZON,211,"Charcoal Making and Briquetting Project for BORGAN K MPC, Cardona",0,NULL
ByQtr,2016,4,CALABARZON,78,"Enhancement of Production Capability and Capacity of Janlen International E-port Inc. through the Acquisition of Powder Coating Recovery System and Plasma Cutting Machine",0,NULL
ByQtr,2016,2,CALABARZON,329,"Improvement of soya Milk and Soya Products of Gosen Producers Cooperative in Antipolo City",0,NULL
ByQtr,2016,2,CALABARZON,125,"Productivity Improvement through Integration of Additional Equipment to the Current Production Process of Gem See&#039;s Cakeshop",0,NULL
ByQtr,2016,3,CALABARZON,317,"Production Efficiency Improvement of Broas of A.Z. Campita&#039;s Sweets and Pasalubong",0,NULL
ByQtr,2016,1,CALABARZON,75,"Upgrading of the Metal Fabrication Facility of Macky Industrial and General Services through Provision of Equipment",0,NULL
ByQtr,2016,4,CALABARZON,114,"Upgrading the Productivity  of Escaba Food Products through Enhancement of Filling Operation",0,NULL
ByQtr,2016,2,CALABARZON,143,"Modernization of Edna and Rebecca&#039;s Banana Chips and Coated Peanuts Processing",0,NULL
ByQtr,2016,4,CALABARZON,33,"Process and Product Improvement of Virgin Coconut Oil (VCO) for JP Melchor Trading",0,NULL
ByQtr,2016,4,CALABARZON,25,"Processing and Product Quality Improvement of R.R. Magcawas Iron Works and Services",0,NULL
ByQtr,2016,4,CALABARZON,211,"Charcoal Making and Briquetting Project for BORGAN K MPC, Cardona",0,NULL
ByQtr,2016,2,CALABARZON,296,"Technology Upgrading in Dairy Processing of Magdalena Dairy Raisers",0,NULL
ByQtr,2016,2,CALABARZON,385,"UPGRADING OF GK SAN FANCISCO JAVIER PEOPLEâ€™S ORGANIZATION SEAWEEDS CHIPS PRODUCTION FACILITY THROUGH EQUIPMENT ACQUISITION",0,NULL
ByQtr,2016,2,CALABARZON,189,"Modernization of Production process of JOHANSEN WORLD  GROUP CORP. through S&amp;T Intervention",0,NULL
ByQtr,2016,1,CALABARZON,56,"Automation of Siomai Production of Jam Food Products in Cainta, Rizal through Equipment Acquisition",0,NULL
ByQtr,2016,2,CALABARZON,413,"Establishment of Fish Processing Facility of TamBauanguena in Bauan,  Batangas",0,NULL
ByQtr,2016,1,CALABARZON,118,"Enhancing Productivity of Ehje&#039;s Homemade Products on Peanut Butter Production",0,NULL
ByQtr,2016,4,CALABARZON,349,"Upgrading of Packaging System for Bottled Soy Sauce and Vinegar",0,NULL
ByQtr,2016,2,CALABARZON,79,"Productivity Improvement of Coconut Milk Extraction of Natural quantum Diversified Products, Inc",0,NULL
ByQtr,2016,1,CALABARZON,46,"Upgrading  of Oyster Mushroom Production Through Adoption of Steam Boiler Technology",0,NULL
ByQtr,2016,1,CALABARZON,108,"Improving of Powder Coating Production Line Through Equipment Acquisition of Tahanang Walang Hagdan Inc. in Jalajala, Rizal",0,NULL
ByQtr,2016,2,CALABARZON,262,"Production of Duck Feeds Additives",0,NULL
ByQtr,2016,2,CALABARZON,341,"Mechanization of Processes of Dorenie&#039;s Food and Beverage Trading in the Production of Health-giving Products",0,NULL
ByQtr,2016,4,CALABARZON,54,"Enhancement of the Product Quality of Gen. Trias Dairy Raisers through Product Quality Analysis",0,NULL
ByQtr,2016,4,CALABARZON,27,"Mechanization of Pulburon Molding Process for Chocovron Global Corporation",0,NULL
ByQtr,2016,3,CALABARZON,75,"Upgrading of the Metal Fabrication Facility of Macky Industrial and General Services through Provision of Equipment",0,NULL
ByQtr,2016,3,CALABARZON,294,"Mechanization of Vermi - harvesting process of SSHMPC  through the provision of Vermi -Harvester",0,NULL
ByQtr,2016,4,CALABARZON,154,"Productivity and Quality Enhancement of Lobo Tamarind Products",0,NULL
ByQtr,2016,2,CALABARZON,218,"Department of Production Capality of the Sisters of Mary School- Adlas",0,NULL
ByQtr,2016,1,CALABARZON,335,"Upgrading of Bamboo Processing Facility of Cardona Multi-Purpose Cooperative Through Equipment Acquisition",0,NULL
ByQtr,2016,2,CALABARZON,392,"Technology Implementation of FNRI&#039;s Tubig Talino at Bago (Ibaan) Multi-Purpose Cooperative",0,NULL
ByQtr,2016,2,CALABARZON,97,"Productivity and Capability Improvement of Jacobina Biscuit Producers through Technology Enhancement",0,NULL
ByQtr,2016,4,CALABARZON,389,"MECHANIZATION OF THE PRODUCTION PROCESSES AND GMP IMPLEMENTATION OF GINGA AGRIFOOD MANUFACTURING ENTERPRISES, INC.â€",15,0.0000
ByQtr,2016,1,CALABARZON,232,"Non Mist Clonal Propagation Technique for Multiplication of Male Bignay Tree for sustainability and Reforestation Program of",0,NULL
ByQtr,2016,1,CALABARZON,241,"Upgrading of Heat Treatment and milling of elf Precision Tooling Services",0,NULL
ByQtr,2016,2,CALABARZON,36,"Enhancement of the Production and Storage Capability of Fish2Go Corporation",0,NULL
ByQtr,2016,1,CALABARZON,45,"Upgrading of the Processing Facility of Biofarm and Natural Health Ingredients Company",1,NULL
ByQtr,2016,3,CALABARZON,88,"Mechanization of the Production Process of Coco Coir By-products for Pilipinas Eco-fiber",0,NULL
ByQtr,2016,4,CALABARZON,266,"Enhancement of the Production System and Marketing Potential of System of Eden&#039;s Pastillas through the DOST&#039;s SETUP Program",0,NULL
ByQtr,2016,2,CALABARZON,59,"Optimization of Current production and storage Capacity of Tindahan ng Itlog ni Kuya, Atbp.",0,NULL
ByQtr,2016,1,CALABARZON,77,"Enhancement of the Production Capability and Capacity of Micriz Delicacies and Food Products through the Acquisition of Food Processing Equipment",0,NULL
ByQtr,2016,4,CALABARZON,350,"Upgrading of the Production Process of Teng&#039;s Cakes and Pastries",0,NULL
ByQtr,2016,3,CALABARZON,271,"Upgrading of the Production Process of Golden J Siopao",0,NULL
ByQtr,2016,3,CALABARZON,23,"Upgrading of the Production Capabilities of El Richard Bakery in Rodriguez, Rizal through Equipment Modernization",0,-1.0000
ByQtr,2016,2,CALABARZON,380,"Improvement of the Production Efficiency and Productivity Through the Installation of Standard Testing System for GP Synergia Through SETUP Program",0,NULL
ByQtr,2016,1,CALABARZON,52,"Upgrading of food production facility of Ann&#039;s House of Macaroons",0,NULL
ByQtr,2016,2,CALABARZON,55,"Production Improvement and Equipment Upgrading for Villadiego&#039;s Bakery and Pasalubong",0,NULL
ByQtr,2016,2,CALABARZON,53,"Upgrading of Soap Production facility of DA TWINS MARKETING through Equipment Acquisition",176,24.1429
ByQtr,2016,4,CALABARZON,424,"Technology Enhancement &amp; Production Capability of E&amp;L Delicatessen Through Modern Production Equipment",0,NULL
ByQtr,2016,2,CALABARZON,277,"Improvement of Street- Food Vending as Community- Based Livelihood opportunities for Vendors of the Local Government Unit (LGU) of Bacoor",0,NULL
ByQtr,2016,1,CALABARZON,32,"Upgrading of the Production Capabilities of Mardak Global Export Inc. in Montalban, Rizal through Equipment Modernization",0,NULL
ByQtr,2016,1,CALABARZON,98,"Capability Upgrading of Marinas Technologies Inc.; Acquisition of Modern Equipment",0,NULL
ByQtr,2016,2,CALABARZON,73,"Production and Quality Improvement of virgin Coconut Oil and Utilization of its by-products",0,NULL
ByQtr,2016,1,CALABARZON,19,"Production Operation Improvement of Center Miki Factory through Fabrication of Steamer and Dryer",0,NULL
ByQtr,2016,2,CALABARZON,57,"Pickles and Peanut Butter Production Improvement through Equipment Upgrading of Theo-Filo&#039;s Food Products",0,NULL
ByQtr,2016,4,CALABARZON,292,"COMMERCIALIZATION OF S&amp;T BASED TECHNOLOGIES FOR BANANA (NEW IMPROVED LAKATAN AND SABA) PRODUCTION IN CAVINTI, LAGUNA",0,NULL
ByQtr,2016,2,CALABARZON,151,"Expansion of Center Miki Factory through Acquisition of New Processing Equipment and Development of New Package/Design",0,NULL
ByQtr,2016,2,CALABARZON,232,"Non Mist Clonal Propagation Technique for Multiplication of Male Bignay Tree for sustainability and Reforestation Program of",0,NULL
ByQtr,2016,3,CALABARZON,282,"Mechanization of the smoking process of Genrev Home Made Meat Products",0,NULL
